year,occupation,age_bracket,count_k,pct_women,total_employed_k,women_count_k_approx,data_note
2018,CS & Math (all),age_25_34,1563.0,25.6,5126.0,400.1,women_count estimated from occupation-level pct_women × age_bracket_total
2018,CS & Math (all),age_35_44,1333.0,25.6,5126.0,341.2,women_count estimated from occupation-level pct_women × age_bracket_total
2018,CS & Math (all),age_45_54,1038.0,25.6,5126.0,265.7,women_count estimated from occupation-level pct_women × age_bracket_total
2018,CS & Math (all),age_55_64,692.0,25.6,5126.0,177.2,women_count estimated from occupation-level pct_women × age_bracket_total
2018,CS & Math (all),age_65_plus,146.0,25.6,5126.0,37.4,women_count estimated from occupation-level pct_women × age_bracket_total
2018,CS & Math (all),total,5126.0,25.6,5126.0,1312.3,women_count estimated from occupation-level pct_women × age_bracket_total
2019,CS & Math (all),age_16_19,26.0,25.8,5352.0,6.7,women_count estimated from occupation-level pct_women × age_bracket_total
2019,CS & Math (all),age_20_24,354.0,25.8,5352.0,91.3,women_count estimated from occupation-level pct_women × age_bracket_total
2019,CS & Math (all),age_25_34,1593.0,25.8,5352.0,411.0,women_count estimated from occupation-level pct_women × age_bracket_total
2019,CS & Math (all),age_35_44,1414.0,25.8,5352.0,364.8,women_count estimated from occupation-level pct_women × age_bracket_total
2019,CS & Math (all),age_45_54,1092.0,25.8,5352.0,281.7,women_count estimated from occupation-level pct_women × age_bracket_total
2019,CS & Math (all),age_55_64,700.0,25.8,5352.0,180.6,women_count estimated from occupation-level pct_women × age_bracket_total
2019,CS & Math (all),age_65_plus,173.0,25.8,5352.0,44.6,women_count estimated from occupation-level pct_women × age_bracket_total
2019,CS & Math (all),total,5352.0,25.8,5352.0,1380.8,women_count estimated from occupation-level pct_women × age_bracket_total
2020,CS & Math (all),age_16_19,23.0,25.2,5603.0,5.8,women_count estimated from occupation-level pct_women × age_bracket_total
2020,CS & Math (all),age_20_24,335.0,25.2,5603.0,84.4,women_count estimated from occupation-level pct_women × age_bracket_total
2020,CS & Math (all),age_25_34,1692.0,25.2,5603.0,426.4,women_count estimated from occupation-level pct_women × age_bracket_total
2020,CS & Math (all),age_35_44,1515.0,25.2,5603.0,381.8,women_count estimated from occupation-level pct_women × age_bracket_total
2020,CS & Math (all),age_45_54,1095.0,25.2,5603.0,275.9,women_count estimated from occupation-level pct_women × age_bracket_total
2020,CS & Math (all),age_55_64,785.0,25.2,5603.0,197.8,women_count estimated from occupation-level pct_women × age_bracket_total
2020,CS & Math (all),age_65_plus,157.0,25.2,5603.0,39.6,women_count estimated from occupation-level pct_women × age_bracket_total
2020,CS & Math (all),total,5603.0,25.2,5603.0,1412.0,women_count estimated from occupation-level pct_women × age_bracket_total
2021,CS & Math (all),age_16_19,28.0,26.2,5688.0,7.3,women_count estimated from occupation-level pct_women × age_bracket_total
2021,CS & Math (all),age_20_24,347.0,26.2,5688.0,90.9,women_count estimated from occupation-level pct_women × age_bracket_total
2021,CS & Math (all),age_25_34,1693.0,26.2,5688.0,443.6,women_count estimated from occupation-level pct_women × age_bracket_total
2021,CS & Math (all),age_35_44,1489.0,26.2,5688.0,390.1,women_count estimated from occupation-level pct_women × age_bracket_total
2021,CS & Math (all),age_45_54,1135.0,26.2,5688.0,297.4,women_count estimated from occupation-level pct_women × age_bracket_total
2021,CS & Math (all),age_55_64,815.0,26.2,5688.0,213.5,women_count estimated from occupation-level pct_women × age_bracket_total
2021,CS & Math (all),age_65_plus,181.0,26.2,5688.0,47.4,women_count estimated from occupation-level pct_women × age_bracket_total
2021,CS & Math (all),total,5688.0,26.2,5688.0,1490.3,women_count estimated from occupation-level pct_women × age_bracket_total
2022,CS & Math (all),age_16_19,32.0,26.7,6171.0,8.5,women_count estimated from occupation-level pct_women × age_bracket_total
2022,CS & Math (all),age_20_24,378.0,26.7,6171.0,100.9,women_count estimated from occupation-level pct_women × age_bracket_total
2022,CS & Math (all),age_25_34,1896.0,26.7,6171.0,506.2,women_count estimated from occupation-level pct_women × age_bracket_total
2022,CS & Math (all),age_35_44,1587.0,26.7,6171.0,423.7,women_count estimated from occupation-level pct_women × age_bracket_total
2022,CS & Math (all),age_45_54,1158.0,26.7,6171.0,309.2,women_count estimated from occupation-level pct_women × age_bracket_total
2022,CS & Math (all),age_55_64,905.0,26.7,6171.0,241.6,women_count estimated from occupation-level pct_women × age_bracket_total
2022,CS & Math (all),age_65_plus,216.0,26.7,6171.0,57.7,women_count estimated from occupation-level pct_women × age_bracket_total
2022,CS & Math (all),total,6171.0,26.7,6171.0,1647.7,women_count estimated from occupation-level pct_women × age_bracket_total
2023,CS & Math (all),age_16_19,35.0,26.9,6502.0,9.4,women_count estimated from occupation-level pct_women × age_bracket_total
2023,CS & Math (all),age_20_24,387.0,26.9,6502.0,104.1,women_count estimated from occupation-level pct_women × age_bracket_total
2023,CS & Math (all),age_25_34,1949.0,26.9,6502.0,524.3,women_count estimated from occupation-level pct_women × age_bracket_total
2023,CS & Math (all),age_35_44,1746.0,26.9,6502.0,469.7,women_count estimated from occupation-level pct_women × age_bracket_total
2023,CS & Math (all),age_45_54,1272.0,26.9,6502.0,342.2,women_count estimated from occupation-level pct_women × age_bracket_total
2023,CS & Math (all),age_55_64,895.0,26.9,6502.0,240.8,women_count estimated from occupation-level pct_women × age_bracket_total
2023,CS & Math (all),age_65_plus,218.0,26.9,6502.0,58.6,women_count estimated from occupation-level pct_women × age_bracket_total
2023,CS & Math (all),total,6502.0,26.9,6502.0,1749.0,women_count estimated from occupation-level pct_women × age_bracket_total
2024,CS & Math (all),age_16_19,27.0,26.4,6386.0,7.1,women_count estimated from occupation-level pct_women × age_bracket_total
2024,CS & Math (all),age_20_24,408.0,26.4,6386.0,107.7,women_count estimated from occupation-level pct_women × age_bracket_total
2024,CS & Math (all),age_25_34,1875.0,26.4,6386.0,495.0,women_count estimated from occupation-level pct_women × age_bracket_total
2024,CS & Math (all),age_35_44,1712.0,26.4,6386.0,452.0,women_count estimated from occupation-level pct_women × age_bracket_total
2024,CS & Math (all),age_45_54,1266.0,26.4,6386.0,334.2,women_count estimated from occupation-level pct_women × age_bracket_total
2024,CS & Math (all),age_55_64,886.0,26.4,6386.0,233.9,women_count estimated from occupation-level pct_women × age_bracket_total
2024,CS & Math (all),age_65_plus,212.0,26.4,6386.0,56.0,women_count estimated from occupation-level pct_women × age_bracket_total
2024,CS & Math (all),total,6386.0,26.4,6386.0,1685.9,women_count estimated from occupation-level pct_women × age_bracket_total
2015,CS Managers,age_16_19,1.0,27.2,652.0,0.3,women_count estimated from occupation-level pct_women × age_bracket_total
2015,CS Managers,age_20_24,11.0,27.2,652.0,3.0,women_count estimated from occupation-level pct_women × age_bracket_total
2015,CS Managers,age_25_34,104.0,27.2,652.0,28.3,women_count estimated from occupation-level pct_women × age_bracket_total
2015,CS Managers,age_35_44,217.0,27.2,652.0,59.0,women_count estimated from occupation-level pct_women × age_bracket_total
2015,CS Managers,age_45_54,197.0,27.2,652.0,53.6,women_count estimated from occupation-level pct_women × age_bracket_total
2015,CS Managers,age_55_64,102.0,27.2,652.0,27.7,women_count estimated from occupation-level pct_women × age_bracket_total
2015,CS Managers,age_65_plus,20.0,27.2,652.0,5.4,women_count estimated from occupation-level pct_women × age_bracket_total
2015,CS Managers,total,652.0,27.2,652.0,177.3,women_count estimated from occupation-level pct_women × age_bracket_total
2016,CS Managers,age_16_19,1.0,25.5,597.0,0.3,women_count estimated from occupation-level pct_women × age_bracket_total
2016,CS Managers,age_20_24,9.0,25.5,597.0,2.3,women_count estimated from occupation-level pct_women × age_bracket_total
2016,CS Managers,age_25_34,95.0,25.5,597.0,24.2,women_count estimated from occupation-level pct_women × age_bracket_total
2016,CS Managers,age_35_44,178.0,25.5,597.0,45.4,women_count estimated from occupation-level pct_women × age_bracket_total
2016,CS Managers,age_45_54,202.0,25.5,597.0,51.5,women_count estimated from occupation-level pct_women × age_bracket_total
2016,CS Managers,age_55_64,95.0,25.5,597.0,24.2,women_count estimated from occupation-level pct_women × age_bracket_total
2016,CS Managers,age_65_plus,18.0,25.5,597.0,4.6,women_count estimated from occupation-level pct_women × age_bracket_total
2016,CS Managers,total,597.0,25.5,597.0,152.2,women_count estimated from occupation-level pct_women × age_bracket_total
2017,CS Managers,age_16_19,0.0,28.6,630.0,0.0,women_count estimated from occupation-level pct_women × age_bracket_total
2017,CS Managers,age_20_24,13.0,28.6,630.0,3.7,women_count estimated from occupation-level pct_women × age_bracket_total
2017,CS Managers,age_25_34,95.0,28.6,630.0,27.2,women_count estimated from occupation-level pct_women × age_bracket_total
2017,CS Managers,age_35_44,192.0,28.6,630.0,54.9,women_count estimated from occupation-level pct_women × age_bracket_total
2017,CS Managers,age_45_54,192.0,28.6,630.0,54.9,women_count estimated from occupation-level pct_women × age_bracket_total
2017,CS Managers,age_55_64,124.0,28.6,630.0,35.5,women_count estimated from occupation-level pct_women × age_bracket_total
2017,CS Managers,age_65_plus,14.0,28.6,630.0,4.0,women_count estimated from occupation-level pct_women × age_bracket_total
2017,CS Managers,total,630.0,28.6,630.0,180.2,women_count estimated from occupation-level pct_women × age_bracket_total
2018,CS Managers,age_16_19,0.0,27.0,623.0,0.0,women_count estimated from occupation-level pct_women × age_bracket_total
2018,CS Managers,age_20_24,10.0,27.0,623.0,2.7,women_count estimated from occupation-level pct_women × age_bracket_total
2018,CS Managers,age_25_34,96.0,27.0,623.0,25.9,women_count estimated from occupation-level pct_women × age_bracket_total
2018,CS Managers,age_35_44,188.0,27.0,623.0,50.8,women_count estimated from occupation-level pct_women × age_bracket_total
2018,CS Managers,age_45_54,191.0,27.0,623.0,51.6,women_count estimated from occupation-level pct_women × age_bracket_total
2018,CS Managers,age_55_64,122.0,27.0,623.0,32.9,women_count estimated from occupation-level pct_women × age_bracket_total
2018,CS Managers,age_65_plus,16.0,27.0,623.0,4.3,women_count estimated from occupation-level pct_women × age_bracket_total
2018,CS Managers,total,623.0,27.0,623.0,168.2,women_count estimated from occupation-level pct_women × age_bracket_total
2019,CS Managers,age_16_19,1.0,28.7,654.0,0.3,women_count estimated from occupation-level pct_women × age_bracket_total
2019,CS Managers,age_20_24,6.0,28.7,654.0,1.7,women_count estimated from occupation-level pct_women × age_bracket_total
2019,CS Managers,age_25_34,115.0,28.7,654.0,33.0,women_count estimated from occupation-level pct_women × age_bracket_total
2019,CS Managers,age_35_44,197.0,28.7,654.0,56.5,women_count estimated from occupation-level pct_women × age_bracket_total
2019,CS Managers,age_45_54,198.0,28.7,654.0,56.8,women_count estimated from occupation-level pct_women × age_bracket_total
2019,CS Managers,age_55_64,116.0,28.7,654.0,33.3,women_count estimated from occupation-level pct_women × age_bracket_total
2019,CS Managers,age_65_plus,23.0,28.7,654.0,6.6,women_count estimated from occupation-level pct_women × age_bracket_total
2019,CS Managers,total,654.0,28.7,654.0,187.7,women_count estimated from occupation-level pct_women × age_bracket_total
2020,CS Managers,age_16_19,0.0,26.6,744.0,0.0,women_count estimated from occupation-level pct_women × age_bracket_total
2020,CS Managers,age_20_24,7.0,26.6,744.0,1.9,women_count estimated from occupation-level pct_women × age_bracket_total
2020,CS Managers,age_25_34,128.0,26.6,744.0,34.0,women_count estimated from occupation-level pct_women × age_bracket_total
2020,CS Managers,age_35_44,222.0,26.6,744.0,59.1,women_count estimated from occupation-level pct_women × age_bracket_total
2020,CS Managers,age_45_54,226.0,26.6,744.0,60.1,women_count estimated from occupation-level pct_women × age_bracket_total
2020,CS Managers,age_55_64,138.0,26.6,744.0,36.7,women_count estimated from occupation-level pct_women × age_bracket_total
2020,CS Managers,age_65_plus,23.0,26.6,744.0,6.1,women_count estimated from occupation-level pct_women × age_bracket_total
2020,CS Managers,total,744.0,26.6,744.0,197.9,women_count estimated from occupation-level pct_women × age_bracket_total
2021,CS Managers,age_16_19,2.0,26.7,715.0,0.5,women_count estimated from occupation-level pct_women × age_bracket_total
2021,CS Managers,age_20_24,9.0,26.7,715.0,2.4,women_count estimated from occupation-level pct_women × age_bracket_total
2021,CS Managers,age_25_34,113.0,26.7,715.0,30.2,women_count estimated from occupation-level pct_women × age_bracket_total
2021,CS Managers,age_35_44,209.0,26.7,715.0,55.8,women_count estimated from occupation-level pct_women × age_bracket_total
2021,CS Managers,age_45_54,212.0,26.7,715.0,56.6,women_count estimated from occupation-level pct_women × age_bracket_total
2021,CS Managers,age_55_64,149.0,26.7,715.0,39.8,women_count estimated from occupation-level pct_women × age_bracket_total
2021,CS Managers,age_65_plus,21.0,26.7,715.0,5.6,women_count estimated from occupation-level pct_women × age_bracket_total
2021,CS Managers,total,715.0,26.7,715.0,190.9,women_count estimated from occupation-level pct_women × age_bracket_total
2022,CS Managers,age_16_19,2.0,26.4,764.0,0.5,women_count estimated from occupation-level pct_women × age_bracket_total
2022,CS Managers,age_20_24,10.0,26.4,764.0,2.6,women_count estimated from occupation-level pct_women × age_bracket_total
2022,CS Managers,age_25_34,132.0,26.4,764.0,34.8,women_count estimated from occupation-level pct_women × age_bracket_total
2022,CS Managers,age_35_44,225.0,26.4,764.0,59.4,women_count estimated from occupation-level pct_women × age_bracket_total
2022,CS Managers,age_45_54,222.0,26.4,764.0,58.6,women_count estimated from occupation-level pct_women × age_bracket_total
2022,CS Managers,age_55_64,141.0,26.4,764.0,37.2,women_count estimated from occupation-level pct_women × age_bracket_total
2022,CS Managers,age_65_plus,31.0,26.4,764.0,8.2,women_count estimated from occupation-level pct_women × age_bracket_total
2022,CS Managers,total,764.0,26.4,764.0,201.7,women_count estimated from occupation-level pct_women × age_bracket_total
2023,CS Managers,age_16_19,0.0,27.7,793.0,0.0,women_count estimated from occupation-level pct_women × age_bracket_total
2023,CS Managers,age_20_24,8.0,27.7,793.0,2.2,women_count estimated from occupation-level pct_women × age_bracket_total
2023,CS Managers,age_25_34,156.0,27.7,793.0,43.2,women_count estimated from occupation-level pct_women × age_bracket_total
2023,CS Managers,age_35_44,243.0,27.7,793.0,67.3,women_count estimated from occupation-level pct_women × age_bracket_total
2023,CS Managers,age_45_54,223.0,27.7,793.0,61.8,women_count estimated from occupation-level pct_women × age_bracket_total
2023,CS Managers,age_55_64,139.0,27.7,793.0,38.5,women_count estimated from occupation-level pct_women × age_bracket_total
2023,CS Managers,age_65_plus,24.0,27.7,793.0,6.6,women_count estimated from occupation-level pct_women × age_bracket_total
2023,CS Managers,total,793.0,27.7,793.0,219.7,women_count estimated from occupation-level pct_women × age_bracket_total
2024,CS Managers,age_16_19,0.0,30.1,732.0,0.0,women_count estimated from occupation-level pct_women × age_bracket_total
2024,CS Managers,age_20_24,4.0,30.1,732.0,1.2,women_count estimated from occupation-level pct_women × age_bracket_total
2024,CS Managers,age_25_34,92.0,30.1,732.0,27.7,women_count estimated from occupation-level pct_women × age_bracket_total
2024,CS Managers,age_35_44,236.0,30.1,732.0,71.0,women_count estimated from occupation-level pct_women × age_bracket_total
2024,CS Managers,age_45_54,217.0,30.1,732.0,65.3,women_count estimated from occupation-level pct_women × age_bracket_total
2024,CS Managers,age_55_64,153.0,30.1,732.0,46.1,women_count estimated from occupation-level pct_women × age_bracket_total
2024,CS Managers,age_65_plus,31.0,30.1,732.0,9.3,women_count estimated from occupation-level pct_women × age_bracket_total
2024,CS Managers,total,732.0,30.1,732.0,220.3,women_count estimated from occupation-level pct_women × age_bracket_total
2015,Computer Hardware Engineers,age_16_19,0.0,12.8,72.0,0.0,women_count estimated from occupation-level pct_women × age_bracket_total
2015,Computer Hardware Engineers,age_20_24,2.0,12.8,72.0,0.3,women_count estimated from occupation-level pct_women × age_bracket_total
